question,answer,score,title,state,link
When is the deadline of the scholarship?,must be repaid,0.017170557752251625,Direct Consolidated Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfconsol.php
When is the deadline of the scholarship?,12 semesters,0.008015354163944721,Federal Pell Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfpg.php
When is the deadline of the scholarship?,"June 30, 2018",0.037338852882385254,Federal Perkins Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfpl.php
When is the deadline of the scholarship?,undergraduates who have not earned a degree,0.0006204189267009497,Federal Supplemental Educational Opportunity Grant (FSEOG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfseog.php
When is the deadline of the scholarship?,repaid,0.0005697979358956218,Federal Work-Study (FWS),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfws.php
When is the deadline of the scholarship?,October 1,0.5620208382606506,General Information About Federal Financial Aid Programs,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdinfo.php
When is the deadline of the scholarship?,"time of your 
    parent's or guardian's death",0.003927593119442463,Iraq And Afghanistan Service Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdiraqafghan.php
When is the deadline of the scholarship?,"January 13,2022",0.8023223876953125,Air Force ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdafrotcsp.php
When is the deadline of the scholarship?,February,0.4920356571674347,Army ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdarotcsp.php
When is the deadline of the scholarship?,November 1,0.5686766505241394,Navy-Marine Corps ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdnmrotc.php
When is the deadline of the scholarship?,March 1 of your junior year,0.3771860599517822,Service Academy - Air Force,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsaf.php
When is the deadline of the scholarship?,January 31,0.4272877871990204,Service Academy - Army,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsarmy.php
When is the deadline of the scholarship?,October 15,0.5240734815597534,Service Academy - Coast Guard,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdscg.php
When is the deadline of the scholarship?,February,0.060930486768484116,Service Academy - Merchant Marine,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsmm.php
When is the deadline of the scholarship?,"January 31
   ",0.36310574412345886,Service Academy - Naval,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsnavy.php
When is the deadline of the scholarship?,November 1,0.2416485995054245,Abe and Annie Seibel Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaasf.php
When is the deadline of the scholarship?,March 31,0.7828169465065002,AFSA/CMSAF/AMF Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scafsaamf.php
When is the deadline of the scholarship?,April 30,0.6725547909736633,Air Force Aid Society Education Grants,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scafaseg.php
When is the deadline of the scholarship?,April 1,0.4837508797645569,Air Line Pilots Association Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc.alpa.php
When is the deadline of the scholarship?,up to three years,0.02889256365597248,AlamoPROMISE,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/PROMISE.php
When is the deadline of the scholarship?,early March,0.6212721467018127,Alexander Graham Bell Association for the Deaf,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scagbad.php
When is the deadline of the scholarship?,March 2,0.5282876491546631,"Alliance for Women in Media, Austin Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/AWM_Austin.php
When is the deadline of the scholarship?,December 15,0.5270112156867981,Allied Van Lines Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scallied.php
When is the deadline of the scholarship?,March 1,0.5610085129737854,American Chemical Society Scholars Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scamchem.php
When is the deadline of the scholarship?,May 1,0.6095468997955322,American Legion Auxiliary (Texas) Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scalas.php
When is the deadline of the scholarship?,December,0.9827892780303955,American Legion Oratorical Contest,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaloc.php
When is the deadline of the scholarship?,January 15,0.7221068739891052,Annual National Washington Crossing Foundation Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scwcf.php
When is the deadline of the scholarship?,Mid-January,0.7717767357826233,Architects Foundation Diversity Advancement Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmds.php
When is the deadline of the scholarship?,March 31 AND September 30,0.47840553522109985,Atlantic Housing Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Atlantic_Housing_Fnd.php
When is the deadline of the scholarship?,April,0.9219990372657776,"Charles, Lela and Mary Slough Foundation Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ssloughfoundation.php
When is the deadline of the scholarship?,12 months,0.05443725734949112,Coast Guard Mutual Assistance Education Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/fdfdslp.php
When is the deadline of the scholarship?,October 31,0.9656990766525269,"Coca-Cola Scholars Foundation, Inc.",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scccsf.php
When is the deadline of the scholarship?,April 30,0.0939590111374855,Colburn-Pledge Music Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccpms.php
When is the deadline of the scholarship?,January 14,0.9461680054664612,DECA Scholarship Awards,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scdeca.php
When is the deadline of the scholarship?,March,0.9363875389099121,Don't Mess With Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/DMWTX.php
When is the deadline of the scholarship?,May 1,0.5143405199050903,Energize Your Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ElectricityPlans.php
When is the deadline of the scholarship?,February 1,0.4477536082267761,ESA Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scesaf.php
When is the deadline of the scholarship?,April,0.7565436959266663,Evalee C. Schwarz Charitable Trust for Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scschwarz.php
When is the deadline of the scholarship?,March 15,0.9223904013633728,"Family, Career & Community Leaders of America, Texas Association",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scfuthom.php
When is the deadline of the scholarship?,June 15,0.09586358815431595,Feeding Tomorrow Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scift.php
When is the deadline of the scholarship?,February 16,0.5246069431304932,George & Mary Josephine Hamman Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/schammon.php
When is the deadline of the scholarship?,"May 1


  ",0.32506880164146423,Greater Than Gatsby Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Gatsby.php
When is the deadline of the scholarship?,September 1 of the school year,0.057566601783037186,Hope Pierce Tartt Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/schpts.php
When is the deadline of the scholarship?,February,0.9445838928222656,Irene S. Wischer Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sciswischer.php
When is the deadline of the scholarship?,March 15,0.47693681716918945,Jo Caldwell Meyer Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/WCA.php
When is the deadline of the scholarship?,December 15,0.6155329942703247,Kathryn Davis Fellowship for Peace,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/FellowForPeace.php
When is the deadline of the scholarship?,May 1,0.44631603360176086,Kids' Chance of Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/kctx.php
When is the deadline of the scholarship?,April 1,0.39083385467529297,Knights of Columbus Pro Deo Et Pro Patria Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sckoc.php
When is the deadline of the scholarship?,"March 31.

  ",0.39288458228111267,Lighthouse Guild,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sjewishguildforblind.php
When is the deadline of the scholarship?,Deadline for completed applications,0.007966762408614159,Matthews and Swift Educational Trust Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scetf.php
When is the deadline of the scholarship?,March 1,0.41330450773239136,Military Officers Association of America Scholarship Fund Educational Assistance Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scroaeap.php
When is the deadline of the scholarship?,November 15,0.9340704083442688,Most Valuable Student Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmvs.php
When is the deadline of the scholarship?,Varies according to the category,0.12224683165550232,Music for the Blind,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmfb.php
When is the deadline of the scholarship?,"May 1


  ",0.3530893325805664,National Association of Plumbing-Heating-Cooling Contractors Educational Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnaphcc.php
When is the deadline of the scholarship?,early November,0.6283479928970337,National Association of Secondary School Principals (NASSP),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnassp.php
When is the deadline of the scholarship?,Varies depending on category,0.18267343938350677,National Federation of the Blind Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnfbs.php
When is the deadline of the scholarship?,April 15,0.44955265522003174,National Press Club Scholarship for Journalism Diversity,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scempnpc.php
When is the deadline of the scholarship?,January 31,0.2233738899230957,National Society Daughters of the American Revolution,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnsdars.php
When is the deadline of the scholarship?,June 1,0.6034134030342102,Navy-Marine Corps Relief Society Education Programs,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scnavmar.php
When is the deadline of the scholarship?,May 1,0.5943536162376404,Print and Graphics Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scgrarts.php
When is the deadline of the scholarship?,January 31,0.5281521081924438,Rebekah Assembly of Texas (Irma Gesche Scholarship),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scrat.php
When is the deadline of the scholarship?,July 1,0.3756064474582672,Red River Valley Fighter Pilots Association Scholarships (River Rats),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scrrvfpas.php
When is the deadline of the scholarship?,February 23,0.5971776843070984,Rocco C. Caffarelli Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/roccocaff.php
When is the deadline of the scholarship?,212-343-6493,0.045846033841371536,Scholastic Art and Writing Awards,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccwas.php
When is the deadline of the scholarship?,July 1,0.6230854988098145,Scott Alan Turner Personal Finance Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/turner.php
When is the deadline of the scholarship?,March 1,0.3769286274909973,SEG Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scseg.php
When is the deadline of the scholarship?,April 30,0.8095613121986389,Shop Texas Electricity STEM Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/STEM.php
When is the deadline of the scholarship?,March 15,0.669619083404541,Sid Richardson Memorial Fund,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scsrmf.php
When is the deadline of the scholarship?,"202-785-2255
   ",0.019252309575676918,Society for Science and the Public,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scweststs.php
When is the deadline of the scholarship?,May 1,0.9565528035163879,Society of Women Engineers Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scswesp.php
When is the deadline of the scholarship?,October 31,0.5766350030899048,Stokes Educational Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scutpnsa.php
When is the deadline of the scholarship?,February 15,0.5660247206687927,Texas 4-H Opportunity Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc4hos.php
When is the deadline of the scholarship?,"P.O. Box 70
   ",0.0025183616671711206,Texas Business and Professional Women's Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/TBPW.php
When is the deadline of the scholarship?,March 1,0.2997126877307892,Texas Department of Transportation's Conditional Grant Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctxdot.php
When is the deadline of the scholarship?,March 15,0.6714332699775696,Texas Floral Endowment,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/txfloral.php
When is the deadline of the scholarship?,at any time without notice,0.06869444251060486,Texas Mutual Insurance Company Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/texasmutualins.php
When is the deadline of the scholarship?,December 15,0.4177006483078003,Text Free for Tita Bi-Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Patterson.php
When is the deadline of the scholarship?,April 1,0.4790611267089844,Two Ten Footwear Foundation Footwear Design Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctwotendesign.php
When is the deadline of the scholarship?,April 1,0.7381762862205505,Two Ten Footwear Foundation Higher Education Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sctwoten.php
When is the deadline of the scholarship?,January 31,0.6207025051116943,Union Plus Education Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scufcw.php
When is the deadline of the scholarship?,October 31,0.6483264565467834,Voice of Democracy Contest,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scvod.php
When is the deadline of the scholarship?,December 31,0.5557576417922974,William C. Doherty and John T. Donelon Scholarship Fund,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scwcdsf.php
When is the deadline of the scholarship?,800-942-2677,0.03543909266591072,AmeriCorps Segal Education Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdamericorps.php
When is the deadline of the scholarship?,must be repaid,0.046258147805929184,Direct Subsidized Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/lhhcslps.php
When is the deadline of the scholarship?,"
    date the loan is first disbursed",0.0006267605349421501,Direct Unsubsidized Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/lhhcslpu.php
When is the deadline of the scholarship?,"the date the loan
    is first disbursed",0.005317145958542824,Direct PLUS Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfplus.php
When is the deadline of the scholarship?,must be repaid,0.017170557752251625,Direct Consolidated Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfconsol.php
When is the deadline of the scholarship?,12 semesters,0.008015354163944721,Federal Pell Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfpg.php
When is the deadline of the scholarship?,"June 30, 2018",0.037338852882385254,Federal Perkins Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfpl.php
When is the deadline of the scholarship?,undergraduates who have not earned a degree,0.0006204189267009497,Federal Supplemental Educational Opportunity Grant (FSEOG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfseog.php
When is the deadline of the scholarship?,repaid,0.0005697979358956218,Federal Work-Study (FWS),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdfws.php
When is the deadline of the scholarship?,October 1,0.5620208382606506,General Information About Federal Financial Aid Programs,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdinfo.php
When is the deadline of the scholarship?,"time of your 
    parent's or guardian's death",0.003927593119442463,Iraq And Afghanistan Service Grant,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdiraqafghan.php
When is the deadline of the scholarship?,"January 13,2022",0.8023223876953125,Air Force ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdafrotcsp.php
When is the deadline of the scholarship?,February,0.4920356571674347,Army ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdarotcsp.php
When is the deadline of the scholarship?,November 1,0.5686766505241394,Navy-Marine Corps ROTC Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdnmrotc.php
When is the deadline of the scholarship?,March 1 of your junior year,0.3771860599517822,Service Academy - Air Force,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsaf.php
When is the deadline of the scholarship?,January 31,0.4272877871990204,Service Academy - Army,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsarmy.php
When is the deadline of the scholarship?,October 15,0.5240734815597534,Service Academy - Coast Guard,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdscg.php
When is the deadline of the scholarship?,February,0.060930486768484116,Service Academy - Merchant Marine,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsmm.php
When is the deadline of the scholarship?,"January 31
   ",0.36310574412345886,Service Academy - Naval,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdsnavy.php
When is the deadline of the scholarship?,210-653-0892,0.013036653399467468,U.S. Army Reserve,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdra.php
When is the deadline of the scholarship?,202-208-6123,0.06680504232645035,U.S. Bureau of Indian Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdusbiahied.php
When is the deadline of the scholarship?,four years after graduation,0.058131344616413116,U.S. Department of Health and Human Services,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fddhhs.php
When is the deadline of the scholarship?,Post-9/11,0.014968075789511204,Veterans Affairs Educational Benefits For Dependents,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/federal-programs/fdch35ebd.php
When is the deadline of the scholarship?,Texas,0.016016021370887756,Bordering States Waiver,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/lreep.php
When is the deadline of the scholarship?,cost of attendance,2.1862497305846773e-05,College Access Loans (CAL),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txcal.php
When is the deadline of the scholarship?,March 15,0.8681834936141968,Good Neighbor Scholarship Program (GNSP),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txgdnbr.php
When is the deadline of the scholarship?,Texas,0.0011729155667126179,License Plate Insignia Scholarship (LPI),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txlpisp.php
When is the deadline of the scholarship?,six years after enrollment date,0.23661327362060547,Texas Armed Services Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/TASSP.php
When is the deadline of the scholarship?,2015-2016,0.013604341074824333,Texas B-On-Time Loan,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txbeontime.php
When is the deadline of the scholarship?,"
        ",0.0008155981777235866,Texas College Work-Study Program (TCWSP),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txtcwsp.php
When is the deadline of the scholarship?,2021-2022,0.33827632665634155,Texas Educational Opportunity Grant Program (TEOG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txtexasII.php
When is the deadline of the scholarship?,Deadlines and amounts vary,0.012352284044027328,Texas Public Education Grant (TPEG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txtpe.php
When is the deadline of the scholarship?,"
   ",0.006324229761958122,Texas Tuition and/or Fee Exemptions,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txttfe.php
When is the deadline of the scholarship?,University of Texas at Austin,0.00011497652303660288,Top 10% Rule,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txttp.php
When is the deadline of the scholarship?,2021-2022,0.11779530346393585,"Toward Excellence, Access & Success (TEXAS) Grant Program",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txtexas.php
When is the deadline of the scholarship?,2021-2022 and 2022-2023,0.01784956082701683,Tuition Equalization Grant (TEG),Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/state-programs/txteg.php
When is the deadline of the scholarship?,November 1,0.2416485995054245,Abe and Annie Seibel Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaasf.php
When is the deadline of the scholarship?,March 31,0.7828169465065002,AFSA/CMSAF/AMF Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scafsaamf.php
When is the deadline of the scholarship?,April 30,0.6725547909736633,Air Force Aid Society Education Grants,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scafaseg.php
When is the deadline of the scholarship?,April 1,0.4837508797645569,Air Line Pilots Association Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sc.alpa.php
When is the deadline of the scholarship?,up to three years,0.02889256365597248,AlamoPROMISE,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/PROMISE.php
When is the deadline of the scholarship?,early March,0.6212721467018127,Alexander Graham Bell Association for the Deaf,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scagbad.php
When is the deadline of the scholarship?,March 2,0.5282876491546631,"Alliance for Women in Media, Austin Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/AWM_Austin.php
When is the deadline of the scholarship?,December 15,0.5270112156867981,Allied Van Lines Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scallied.php
When is the deadline of the scholarship?,March 1,0.5610085129737854,American Chemical Society Scholars Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scamchem.php
When is the deadline of the scholarship?,May 1,0.6095468997955322,American Legion Auxiliary (Texas) Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scalas.php
When is the deadline of the scholarship?,December,0.9827892780303955,American Legion Oratorical Contest,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scaloc.php
When is the deadline of the scholarship?,January 15,0.7221068739891052,Annual National Washington Crossing Foundation Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scwcf.php
When is the deadline of the scholarship?,Mid-January,0.7717767357826233,Architects Foundation Diversity Advancement Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmds.php
When is the deadline of the scholarship?,March 31 AND September 30,0.47840553522109985,Atlantic Housing Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Atlantic_Housing_Fnd.php
When is the deadline of the scholarship?,April,0.9219990372657776,"Charles, Lela and Mary Slough Foundation Scholarship",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ssloughfoundation.php
When is the deadline of the scholarship?,12 months,0.05443725734949112,Coast Guard Mutual Assistance Education Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/fdfdslp.php
When is the deadline of the scholarship?,October 31,0.9656990766525269,"Coca-Cola Scholars Foundation, Inc.",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scccsf.php
When is the deadline of the scholarship?,April 30,0.0939590111374855,Colburn-Pledge Music Scholarship Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sccpms.php
When is the deadline of the scholarship?,January 14,0.9461680054664612,DECA Scholarship Awards,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scdeca.php
When is the deadline of the scholarship?,March,0.9363875389099121,Don't Mess With Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/DMWTX.php
When is the deadline of the scholarship?,May 1,0.5143405199050903,Energize Your Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/ElectricityPlans.php
When is the deadline of the scholarship?,February 1,0.4477536082267761,ESA Foundation,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scesaf.php
When is the deadline of the scholarship?,April,0.7565436959266663,Evalee C. Schwarz Charitable Trust for Education,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scschwarz.php
When is the deadline of the scholarship?,March 15,0.9223904013633728,"Family, Career & Community Leaders of America, Texas Association",Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scfuthom.php
When is the deadline of the scholarship?,June 15,0.09586358815431595,Feeding Tomorrow Scholarship Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scift.php
When is the deadline of the scholarship?,February 16,0.5246069431304932,George & Mary Josephine Hamman Foundation Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/schammon.php
When is the deadline of the scholarship?,"May 1


  ",0.32506880164146423,Greater Than Gatsby Annual Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/Gatsby.php
When is the deadline of the scholarship?,September 1 of the school year,0.057566601783037186,Hope Pierce Tartt Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/schpts.php
When is the deadline of the scholarship?,February,0.9445838928222656,Irene S. Wischer Foundation Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sciswischer.php
When is the deadline of the scholarship?,March 15,0.47693681716918945,Jo Caldwell Meyer Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/WCA.php
When is the deadline of the scholarship?,December 15,0.6155329942703247,Kathryn Davis Fellowship for Peace,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/FellowForPeace.php
When is the deadline of the scholarship?,May 1,0.44631603360176086,Kids' Chance of Texas Scholarship,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/kctx.php
When is the deadline of the scholarship?,April 1,0.39083385467529297,Knights of Columbus Pro Deo Et Pro Patria Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sckoc.php
When is the deadline of the scholarship?,"March 31.

  ",0.39288458228111267,Lighthouse Guild,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/sjewishguildforblind.php
When is the deadline of the scholarship?,Deadline for completed applications,0.007966762408614159,Matthews and Swift Educational Trust Scholarships,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scetf.php
When is the deadline of the scholarship?,March 1,0.41330450773239136,Military Officers Association of America Scholarship Fund Educational Assistance Program,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scroaeap.php
When is the deadline of the scholarship?,November 15,0.9340704083442688,Most Valuable Student Scholarship Award,Texas,https://comptroller.texas.gov/programs/education/msp/funding/aid/scholarship/scmvs.php
